 iteration      100/  200000 | consumed samples:         3200 | elapsed time per iteration (ms): 471.2 | learning rate: 4.495E-05 | global batch size:    32 | lm loss: 1.785777E-02 | loss scale: 4194304.0 | grad norm: 0.008 | number of skipped iterations:  11 | number of nan iterations:   0 |
 iteration    47100/  200000 | consumed samples:      1507200 | elapsed time per iteration (ms): 367.1 | learning rate: 5.733E-05 | global batch size:    32 | lm loss: 7.292708E-06 | loss scale: 268435456.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    47200/  200000 | consumed samples:      1510400 | elapsed time per iteration (ms): 368.8 | learning rate: 5.724E-05 | global batch size:    32 | lm loss: 7.207902E-06 | loss scale: 134217728.0 | grad norm: 0.002 | number of skipped iterations:   2 | number of nan iterations:   0 |
 iteration    47300/  200000 | consumed samples:      1513600 | elapsed time per iteration (ms): 337.9 | learning rate: 5.715E-05 | global batch size:    32 | lm loss: 6.926933E-06 | loss scale: 134217728.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    47400/  200000 | consumed samples:      1516800 | elapsed time per iteration (ms): 381.2 | learning rate: 5.706E-05 | global batch size:    32 | lm loss: 7.157853E-06 | loss scale: 134217728.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    47500/  200000 | consumed samples:      1520000 | elapsed time per iteration (ms): 341.7 | learning rate: 5.697E-05 | global batch size:    32 | lm loss: 6.826506E-06 | loss scale: 134217728.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    47600/  200000 | consumed samples:      1523200 | elapsed time per iteration (ms): 375.1 | learning rate: 5.688E-05 | global batch size:    32 | lm loss: 7.801197E-06 | loss scale: 134217728.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    47700/  200000 | consumed samples:      1526400 | elapsed time per iteration (ms): 363.8 | learning rate: 5.679E-05 | global batch size:    32 | lm loss: 7.552466E-06 | loss scale: 134217728.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    47800/  200000 | consumed samples:      1529600 | elapsed time per iteration (ms): 420.7 | learning rate: 5.670E-05 | global batch size:    32 | lm loss: 7.331033E-06 | loss scale: 134217728.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    47900/  200000 | consumed samples:      1532800 | elapsed time per iteration (ms): 357.7 | learning rate: 5.661E-05 | global batch size:    32 | lm loss: 7.029321E-06 | loss scale: 134217728.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    48000/  200000 | consumed samples:      1536000 | elapsed time per iteration (ms): 391.2 | learning rate: 5.651E-05 | global batch size:    32 | lm loss: 7.034066E-06 | loss scale: 134217728.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    48100/  200000 | consumed samples:      1539200 | elapsed time per iteration (ms): 362.6 | learning rate: 5.642E-05 | global batch size:    32 | lm loss: 6.497990E-06 | loss scale: 134217728.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    48200/  200000 | consumed samples:      1542400 | elapsed time per iteration (ms): 361.8 | learning rate: 5.633E-05 | global batch size:    32 | lm loss: 7.001518E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    48300/  200000 | consumed samples:      1545600 | elapsed time per iteration (ms): 340.2 | learning rate: 5.624E-05 | global batch size:    32 | lm loss: 7.204957E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    48400/  200000 | consumed samples:      1548800 | elapsed time per iteration (ms): 377.6 | learning rate: 5.615E-05 | global batch size:    32 | lm loss: 7.100040E-06 | loss scale: 268435456.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    48500/  200000 | consumed samples:      1552000 | elapsed time per iteration (ms): 363.0 | learning rate: 5.606E-05 | global batch size:    32 | lm loss: 7.097581E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    48600/  200000 | consumed samples:      1555200 | elapsed time per iteration (ms): 459.3 | learning rate: 5.597E-05 | global batch size:    32 | lm loss: 7.170030E-06 | loss scale: 268435456.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    48700/  200000 | consumed samples:      1558400 | elapsed time per iteration (ms): 368.0 | learning rate: 5.588E-05 | global batch size:    32 | lm loss: 7.267983E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    48800/  200000 | consumed samples:      1561600 | elapsed time per iteration (ms): 421.8 | learning rate: 5.579E-05 | global batch size:    32 | lm loss: 6.919411E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    48900/  200000 | consumed samples:      1564800 | elapsed time per iteration (ms): 358.2 | learning rate: 5.570E-05 | global batch size:    32 | lm loss: 6.787218E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    49000/  200000 | consumed samples:      1568000 | elapsed time per iteration (ms): 375.3 | learning rate: 5.560E-05 | global batch size:    32 | lm loss: 6.757607E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    49100/  200000 | consumed samples:      1571200 | elapsed time per iteration (ms): 352.8 | learning rate: 5.551E-05 | global batch size:    32 | lm loss: 6.855142E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    49200/  200000 | consumed samples:      1574400 | elapsed time per iteration (ms): 379.9 | learning rate: 5.542E-05 | global batch size:    32 | lm loss: 7.232351E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    49300/  200000 | consumed samples:      1577600 | elapsed time per iteration (ms): 341.2 | learning rate: 5.533E-05 | global batch size:    32 | lm loss: 6.976839E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   2 | number of nan iterations:   0 |
 iteration    49400/  200000 | consumed samples:      1580800 | elapsed time per iteration (ms): 383.1 | learning rate: 5.524E-05 | global batch size:    32 | lm loss: 7.189668E-06 | loss scale: 268435456.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    49500/  200000 | consumed samples:      1584000 | elapsed time per iteration (ms): 348.2 | learning rate: 5.515E-05 | global batch size:    32 | lm loss: 6.731233E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    49600/  200000 | consumed samples:      1587200 | elapsed time per iteration (ms): 366.4 | learning rate: 5.506E-05 | global batch size:    32 | lm loss: 7.072450E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    49700/  200000 | consumed samples:      1590400 | elapsed time per iteration (ms): 318.7 | learning rate: 5.497E-05 | global batch size:    32 | lm loss: 7.435471E-06 | loss scale: 268435456.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    49800/  200000 | consumed samples:      1593600 | elapsed time per iteration (ms): 404.0 | learning rate: 5.488E-05 | global batch size:    32 | lm loss: 6.730357E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    49900/  200000 | consumed samples:      1596800 | elapsed time per iteration (ms): 475.8 | learning rate: 5.479E-05 | global batch size:    32 | lm loss: 6.908959E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    50000/  200000 | consumed samples:      1600000 | elapsed time per iteration (ms): 398.5 | learning rate: 5.469E-05 | global batch size:    32 | lm loss: 7.666808E-06 | loss scale: 268435456.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    50100/  200000 | consumed samples:      1603200 | elapsed time per iteration (ms): 361.3 | learning rate: 5.460E-05 | global batch size:    32 | lm loss: 6.586444E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    50200/  200000 | consumed samples:      1606400 | elapsed time per iteration (ms): 375.8 | learning rate: 5.451E-05 | global batch size:    32 | lm loss: 6.332552E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    50300/  200000 | consumed samples:      1609600 | elapsed time per iteration (ms): 355.9 | learning rate: 5.442E-05 | global batch size:    32 | lm loss: 6.578040E-06 | loss scale: 536870912.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    50400/  200000 | consumed samples:      1612800 | elapsed time per iteration (ms): 382.1 | learning rate: 5.433E-05 | global batch size:    32 | lm loss: 6.701348E-06 | loss scale: 134217728.0 | grad norm: 0.001 | number of skipped iterations:   3 | number of nan iterations:   0 |
 iteration    50500/  200000 | consumed samples:      1616000 | elapsed time per iteration (ms): 358.4 | learning rate: 5.424E-05 | global batch size:    32 | lm loss: 6.733040E-06 | loss scale: 134217728.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    50600/  200000 | consumed samples:      1619200 | elapsed time per iteration (ms): 404.9 | learning rate: 5.415E-05 | global batch size:    32 | lm loss: 7.159603E-06 | loss scale: 134217728.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    50700/  200000 | consumed samples:      1622400 | elapsed time per iteration (ms): 290.7 | learning rate: 5.406E-05 | global batch size:    32 | lm loss: 6.792913E-06 | loss scale: 134217728.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    50800/  200000 | consumed samples:      1625600 | elapsed time per iteration (ms): 410.9 | learning rate: 5.397E-05 | global batch size:    32 | lm loss: 7.391816E-06 | loss scale: 134217728.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    50900/  200000 | consumed samples:      1628800 | elapsed time per iteration (ms): 318.4 | learning rate: 5.388E-05 | global batch size:    32 | lm loss: 7.075180E-06 | loss scale: 134217728.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    51000/  200000 | consumed samples:      1632000 | elapsed time per iteration (ms): 355.6 | learning rate: 5.379E-05 | global batch size:    32 | lm loss: 7.024854E-06 | loss scale: 134217728.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    51100/  200000 | consumed samples:      1635200 | elapsed time per iteration (ms): 347.1 | learning rate: 5.370E-05 | global batch size:    32 | lm loss: 7.085972E-06 | loss scale: 134217728.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    51200/  200000 | consumed samples:      1638400 | elapsed time per iteration (ms): 325.9 | learning rate: 5.360E-05 | global batch size:    32 | lm loss: 7.497495E-06 | loss scale: 134217728.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    51300/  200000 | consumed samples:      1641600 | elapsed time per iteration (ms): 343.7 | learning rate: 5.351E-05 | global batch size:    32 | lm loss: 7.372470E-06 | loss scale: 134217728.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    51400/  200000 | consumed samples:      1644800 | elapsed time per iteration (ms): 307.8 | learning rate: 5.342E-05 | global batch size:    32 | lm loss: 7.377805E-06 | loss scale: 268435456.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    51500/  200000 | consumed samples:      1648000 | elapsed time per iteration (ms): 344.4 | learning rate: 5.333E-05 | global batch size:    32 | lm loss: 6.787812E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    51600/  200000 | consumed samples:      1651200 | elapsed time per iteration (ms): 359.5 | learning rate: 5.324E-05 | global batch size:    32 | lm loss: 6.700584E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    51700/  200000 | consumed samples:      1654400 | elapsed time per iteration (ms): 349.3 | learning rate: 5.315E-05 | global batch size:    32 | lm loss: 6.965212E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    51800/  200000 | consumed samples:      1657600 | elapsed time per iteration (ms): 357.8 | learning rate: 5.306E-05 | global batch size:    32 | lm loss: 7.124601E-06 | loss scale: 268435456.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    51900/  200000 | consumed samples:      1660800 | elapsed time per iteration (ms): 317.8 | learning rate: 5.297E-05 | global batch size:    32 | lm loss: 6.461055E-06 | loss scale: 268435456.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    52000/  200000 | consumed samples:      1664000 | elapsed time per iteration (ms): 323.1 | learning rate: 5.288E-05 | global batch size:    32 | lm loss: 7.629217E-06 | loss scale: 67108864.0 | grad norm: 0.001 | number of skipped iterations:   3 | number of nan iterations:   0 |
 iteration    52100/  200000 | consumed samples:      1667200 | elapsed time per iteration (ms): 338.0 | learning rate: 5.279E-05 | global batch size:    32 | lm loss: 6.843286E-06 | loss scale: 67108864.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    52200/  200000 | consumed samples:      1670400 | elapsed time per iteration (ms): 371.3 | learning rate: 5.270E-05 | global batch size:    32 | lm loss: 6.542074E-06 | loss scale: 67108864.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    52300/  200000 | consumed samples:      1673600 | elapsed time per iteration (ms): 325.8 | learning rate: 5.261E-05 | global batch size:    32 | lm loss: 7.596877E-06 | loss scale: 67108864.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    52400/  200000 | consumed samples:      1676800 | elapsed time per iteration (ms): 349.1 | learning rate: 5.251E-05 | global batch size:    32 | lm loss: 6.438940E-06 | loss scale: 67108864.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    52500/  200000 | consumed samples:      1680000 | elapsed time per iteration (ms): 359.8 | learning rate: 5.242E-05 | global batch size:    32 | lm loss: 6.606337E-06 | loss scale: 67108864.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    52600/  200000 | consumed samples:      1683200 | elapsed time per iteration (ms): 394.8 | learning rate: 5.233E-05 | global batch size:    32 | lm loss: 7.099101E-06 | loss scale: 67108864.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    52700/  200000 | consumed samples:      1686400 | elapsed time per iteration (ms): 285.4 | learning rate: 5.224E-05 | global batch size:    32 | lm loss: 6.661630E-06 | loss scale: 67108864.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    52800/  200000 | consumed samples:      1689600 | elapsed time per iteration (ms): 472.7 | learning rate: 5.215E-05 | global batch size:    32 | lm loss: 6.738458E-06 | loss scale: 67108864.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    52900/  200000 | consumed samples:      1692800 | elapsed time per iteration (ms): 366.9 | learning rate: 5.206E-05 | global batch size:    32 | lm loss: 6.291950E-06 | loss scale: 67108864.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    53000/  200000 | consumed samples:      1696000 | elapsed time per iteration (ms): 366.9 | learning rate: 5.197E-05 | global batch size:    32 | lm loss: 6.748368E-06 | loss scale: 134217728.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    53100/  200000 | consumed samples:      1699200 | elapsed time per iteration (ms): 379.8 | learning rate: 5.188E-05 | global batch size:    32 | lm loss: 6.086416E-06 | loss scale: 134217728.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    53200/  200000 | consumed samples:      1702400 | elapsed time per iteration (ms): 342.2 | learning rate: 5.179E-05 | global batch size:    32 | lm loss: 6.960752E-06 | loss scale: 134217728.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    53300/  200000 | consumed samples:      1705600 | elapsed time per iteration (ms): 350.8 | learning rate: 5.169E-05 | global batch size:    32 | lm loss: 6.275313E-06 | loss scale: 134217728.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    53400/  200000 | consumed samples:      1708800 | elapsed time per iteration (ms): 372.3 | learning rate: 5.160E-05 | global batch size:    32 | lm loss: 6.821460E-06 | loss scale: 134217728.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    53500/  200000 | consumed samples:      1712000 | elapsed time per iteration (ms): 505.3 | learning rate: 5.151E-05 | global batch size:    32 | lm loss: 6.403960E-06 | loss scale: 134217728.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    53600/  200000 | consumed samples:      1715200 | elapsed time per iteration (ms): 391.3 | learning rate: 5.142E-05 | global batch size:    32 | lm loss: 6.648480E-06 | loss scale: 134217728.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    53700/  200000 | consumed samples:      1718400 | elapsed time per iteration (ms): 379.2 | learning rate: 5.133E-05 | global batch size:    32 | lm loss: 6.549475E-06 | loss scale: 134217728.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    53800/  200000 | consumed samples:      1721600 | elapsed time per iteration (ms): 383.8 | learning rate: 5.124E-05 | global batch size:    32 | lm loss: 6.324821E-06 | loss scale: 134217728.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    53900/  200000 | consumed samples:      1724800 | elapsed time per iteration (ms): 358.3 | learning rate: 5.115E-05 | global batch size:    32 | lm loss: 6.589235E-06 | loss scale: 134217728.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    54000/  200000 | consumed samples:      1728000 | elapsed time per iteration (ms): 369.7 | learning rate: 5.106E-05 | global batch size:    32 | lm loss: 6.154861E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    54100/  200000 | consumed samples:      1731200 | elapsed time per iteration (ms): 373.6 | learning rate: 5.097E-05 | global batch size:    32 | lm loss: 6.120954E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    54200/  200000 | consumed samples:      1734400 | elapsed time per iteration (ms): 386.7 | learning rate: 5.087E-05 | global batch size:    32 | lm loss: 8.527042E-06 | loss scale: 268435456.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    54300/  200000 | consumed samples:      1737600 | elapsed time per iteration (ms): 339.9 | learning rate: 5.078E-05 | global batch size:    32 | lm loss: 7.952593E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    54400/  200000 | consumed samples:      1740800 | elapsed time per iteration (ms): 405.0 | learning rate: 5.069E-05 | global batch size:    32 | lm loss: 6.686482E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    54500/  200000 | consumed samples:      1744000 | elapsed time per iteration (ms): 334.6 | learning rate: 5.060E-05 | global batch size:    32 | lm loss: 6.452063E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    54600/  200000 | consumed samples:      1747200 | elapsed time per iteration (ms): 416.8 | learning rate: 5.051E-05 | global batch size:    32 | lm loss: 6.563478E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    54700/  200000 | consumed samples:      1750400 | elapsed time per iteration (ms): 358.5 | learning rate: 5.042E-05 | global batch size:    32 | lm loss: 6.667679E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    54800/  200000 | consumed samples:      1753600 | elapsed time per iteration (ms): 373.3 | learning rate: 5.033E-05 | global batch size:    32 | lm loss: 6.928944E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    54900/  200000 | consumed samples:      1756800 | elapsed time per iteration (ms): 363.6 | learning rate: 5.024E-05 | global batch size:    32 | lm loss: 6.336276E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    55000/  200000 | consumed samples:      1760000 | elapsed time per iteration (ms): 391.2 | learning rate: 5.015E-05 | global batch size:    32 | lm loss: 6.661338E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    55100/  200000 | consumed samples:      1763200 | elapsed time per iteration (ms): 344.9 | learning rate: 5.005E-05 | global batch size:    32 | lm loss: 6.737617E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    55200/  200000 | consumed samples:      1766400 | elapsed time per iteration (ms): 386.3 | learning rate: 4.996E-05 | global batch size:    32 | lm loss: 6.749414E-06 | loss scale: 536870912.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    55300/  200000 | consumed samples:      1769600 | elapsed time per iteration (ms): 349.1 | learning rate: 4.987E-05 | global batch size:    32 | lm loss: 6.641196E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    55400/  200000 | consumed samples:      1772800 | elapsed time per iteration (ms): 371.0 | learning rate: 4.978E-05 | global batch size:    32 | lm loss: 6.561285E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    55500/  200000 | consumed samples:      1776000 | elapsed time per iteration (ms): 342.6 | learning rate: 4.969E-05 | global batch size:    32 | lm loss: 6.509243E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    55600/  200000 | consumed samples:      1779200 | elapsed time per iteration (ms): 379.9 | learning rate: 4.960E-05 | global batch size:    32 | lm loss: 6.337255E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    55700/  200000 | consumed samples:      1782400 | elapsed time per iteration (ms): 391.8 | learning rate: 4.951E-05 | global batch size:    32 | lm loss: 6.341547E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    55800/  200000 | consumed samples:      1785600 | elapsed time per iteration (ms): 355.5 | learning rate: 4.942E-05 | global batch size:    32 | lm loss: 6.522242E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    55900/  200000 | consumed samples:      1788800 | elapsed time per iteration (ms): 360.3 | learning rate: 4.933E-05 | global batch size:    32 | lm loss: 6.932351E-06 | loss scale: 134217728.0 | grad norm: 0.001 | number of skipped iterations:   3 | number of nan iterations:   0 |
 iteration    56000/  200000 | consumed samples:      1792000 | elapsed time per iteration (ms): 333.5 | learning rate: 4.924E-05 | global batch size:    32 | lm loss: 6.518131E-06 | loss scale: 134217728.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    56100/  200000 | consumed samples:      1795200 | elapsed time per iteration (ms): 367.9 | learning rate: 4.915E-05 | global batch size:    32 | lm loss: 6.752736E-06 | loss scale: 134217728.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    56200/  200000 | consumed samples:      1798400 | elapsed time per iteration (ms): 424.9 | learning rate: 4.906E-05 | global batch size:    32 | lm loss: 6.291536E-06 | loss scale: 134217728.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    56300/  200000 | consumed samples:      1801600 | elapsed time per iteration (ms): 373.9 | learning rate: 4.896E-05 | global batch size:    32 | lm loss: 6.267499E-06 | loss scale: 134217728.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    56400/  200000 | consumed samples:      1804800 | elapsed time per iteration (ms): 382.2 | learning rate: 4.887E-05 | global batch size:    32 | lm loss: 6.941673E-06 | loss scale: 134217728.0 | grad norm: 0.001 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    56500/  200000 | consumed samples:      1808000 | elapsed time per iteration (ms): 350.7 | learning rate: 4.878E-05 | global batch size:    32 | lm loss: 7.328659E-06 | loss scale: 134217728.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    56600/  200000 | consumed samples:      1811200 | elapsed time per iteration (ms): 454.8 | learning rate: 4.869E-05 | global batch size:    32 | lm loss: 6.439671E-06 | loss scale: 134217728.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    56700/  200000 | consumed samples:      1814400 | elapsed time per iteration (ms): 357.8 | learning rate: 4.860E-05 | global batch size:    32 | lm loss: 6.171695E-06 | loss scale: 134217728.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    56800/  200000 | consumed samples:      1817600 | elapsed time per iteration (ms): 378.6 | learning rate: 4.851E-05 | global batch size:    32 | lm loss: 6.301311E-06 | loss scale: 134217728.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    56900/  200000 | consumed samples:      1820800 | elapsed time per iteration (ms): 353.1 | learning rate: 4.842E-05 | global batch size:    32 | lm loss: 6.152120E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    57000/  200000 | consumed samples:      1824000 | elapsed time per iteration (ms): 370.8 | learning rate: 4.833E-05 | global batch size:    32 | lm loss: 6.231234E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    57100/  200000 | consumed samples:      1827200 | elapsed time per iteration (ms): 385.5 | learning rate: 4.824E-05 | global batch size:    32 | lm loss: 6.477254E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    57200/  200000 | consumed samples:      1830400 | elapsed time per iteration (ms): 379.2 | learning rate: 4.814E-05 | global batch size:    32 | lm loss: 6.412425E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    57300/  200000 | consumed samples:      1833600 | elapsed time per iteration (ms): 359.6 | learning rate: 4.805E-05 | global batch size:    32 | lm loss: 6.524761E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    57400/  200000 | consumed samples:      1836800 | elapsed time per iteration (ms): 366.4 | learning rate: 4.796E-05 | global batch size:    32 | lm loss: 6.312350E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration    57500/  200000 | consumed samples:      1840000 | elapsed time per iteration (ms): 348.6 | learning rate: 4.787E-05 | global batch size:    32 | lm loss: 6.404353E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
